metric_id,sido,sigungu,2024.01,2024.02,2024.03,2024.04,2024.05,2024.06,2024.07,2024.08,2024.09,2024.10,2024.11,2024.12,PM10_연평균,PM10_봄,PM10_여름,PM10_가을,PM10_겨울,pre_outlier_cleaned_value,score_100
pm10,경상남도,김해,30.0,23.0,36.0,51.0,27.0,26.0,15.0,19.0,17.0,18.0,22.0,23.0,25.58,38.0,20.0,19.0,25.33,25.58,65.45
pm10,경상남도,양산,24.0,22.0,36.0,53.0,26.0,26.0,16.0,20.0,17.0,17.0,20.0,23.0,25.0,38.33,20.67,18.0,23.0,25.0,68.35
pm10,경상남도,거제,24.0,22.0,34.0,47.0,22.0,18.0,11.0,16.0,14.0,15.0,15.0,18.0,21.33,34.33,15.0,14.67,21.33,21.33,86.7
pm10,경상남도,사천,,20.0,32.0,40.0,22.0,20.0,12.0,15.0,14.0,16.0,19.0,21.0,21.0,31.33,15.67,16.33,20.5,21.0,88.35
pm10,경상남도,밀양,25.0,20.0,31.0,45.0,27.0,29.0,19.0,19.0,16.0,17.0,21.0,23.0,24.33,34.33,22.33,18.0,22.67,24.33,71.7
pm10,경상남도,통영,25.0,21.0,36.0,47.0,28.0,28.0,19.0,23.0,20.0,21.0,22.0,24.0,26.17,37.0,23.33,21.0,23.33,26.17,62.5
pm10,경상남도,고성,27.0,21.0,36.0,46.0,27.0,24.0,18.0,21.0,18.0,21.0,21.0,22.0,25.17,36.33,21.0,20.0,23.33,25.17,67.5
pm10,경상남도,거창,25.0,21.0,35.0,39.0,26.0,25.0,16.0,19.0,17.0,18.0,22.0,23.0,23.83,33.33,20.0,19.0,23.0,23.83,74.2
pm10,경상남도,함안,29.0,23.0,34.0,44.0,27.0,25.0,14.0,18.0,16.0,19.0,22.0,22.0,24.42,35.0,19.0,19.0,24.67,24.42,71.25
pm10,경상남도,함양,25.0,21.0,39.0,38.0,24.0,22.0,15.0,19.0,16.0,19.0,21.0,22.0,23.42,33.67,18.67,18.67,22.67,23.42,76.25
pm10,경상남도,남해,24.0,19.0,36.0,38.0,22.0,23.0,14.0,18.0,13.0,13.0,14.0,20.0,21.17,32.0,18.33,13.33,21.0,21.17,87.5
pm10,경상남도,산청,19.0,17.0,30.0,32.0,21.0,25.0,16.0,19.0,17.0,15.0,17.0,18.0,20.5,27.67,20.0,16.33,18.0,20.5,90.85
pm10,경상남도,의령,20.0,16.0,28.0,37.0,24.0,23.0,18.0,21.0,18.0,18.0,20.0,19.0,21.83,29.67,20.67,18.67,18.33,21.83,84.2
pm10,경상남도,창녕,25.0,19.0,31.0,42.0,26.0,26.0,18.0,21.0,18.0,19.0,22.0,21.0,24.0,33.0,21.67,19.67,21.67,24.0,73.35
pm10,경상남도,합천,24.0,21.0,34.0,45.0,25.0,23.0,16.0,19.0,16.0,15.0,17.0,17.0,22.67,34.67,19.33,16.0,20.67,22.67,80.0
pm10,경상남도,도평균,25.0,21.0,35.0,46.0,25.0,24.0,16.0,20.0,16.0,17.0,20.0,21.0,23.83,35.33,20.0,17.67,22.33,23.83,74.2
pm10,제주특별자치도,제주,28.0,24.0,37.0,43.0,30.0,22.0,17.0,23.0,21.0,24.0,27.0,30.0,27.17,36.67,20.67,24.0,27.33,27.17,57.5
pm10,제주특별자치도,서귀포,23.0,21.0,31.0,40.0,28.0,23.0,21.0,22.0,22.0,20.0,22.0,26.0,24.92,33.0,22.0,21.33,23.33,24.92,68.75
pm10,제주특별자치도,도평균,26.0,23.0,35.0,42.0,29.0,23.0,19.0,23.0,21.0,22.0,24.0,28.0,26.25,35.33,21.67,22.33,25.67,26.25,62.1
