년,월,연월코드,날짜,분기,분기명,시도,시군구,등록외국인수
2023,9,202309,2023-09-01,3,Q3,서울특별시,강북구,4649
2023,10,202310,2023-10-01,4,Q4,서울특별시,강북구,4745
2023,11,202311,2023-11-01,4,Q4,서울특별시,강북구,4838
2023,12,202312,2023-12-01,4,Q4,서울특별시,강북구,4864
2024,1,202401,2024-01-01,1,Q1,서울특별시,강북구,4893
2024,2,202402,2024-02-01,1,Q1,서울특별시,강북구,4914
2024,3,202403,2024-03-01,1,Q1,서울특별시,강북구,4972
2024,4,202404,2024-04-01,2,Q2,서울특별시,강북구,5029
2024,5,202405,2024-05-01,2,Q2,서울특별시,강북구,5141
2024,6,202406,2024-06-01,2,Q2,서울특별시,강북구,5198
2024,7,202407,2024-07-01,3,Q3,서울특별시,강북구,5248
2024,8,202408,2024-08-01,3,Q3,서울특별시,강북구,5320
2024,9,202409,2024-09-01,3,Q3,서울특별시,강북구,5365
2024,10,202410,2024-10-01,4,Q4,서울특별시,강북구,5496
2024,11,202411,2024-11-01,4,Q4,서울특별시,강북구,5665
2024,12,202412,2024-12-01,4,Q4,서울특별시,강북구,5777
2025,1,202501,2025-01-01,1,Q1,서울특별시,강북구,5834
2025,2,202502,2025-02-01,1,Q1,서울특별시,강북구,5890
2025,3,202503,2025-03-01,1,Q1,서울특별시,강북구,5998
2025,4,202504,2025-04-01,2,Q2,서울특별시,강북구,6119
2025,5,202505,2025-05-01,2,Q2,서울특별시,강북구,6190
2025,6,202506,2025-06-01,2,Q2,서울특별시,강북구,6235
2025,7,202507,2025-07-01,3,Q3,서울특별시,강북구,6283
2025,8,202508,2025-08-01,3,Q3,서울특별시,강북구,6343
2025,9,202509,2025-09-01,3,Q3,서울특별시,강북구,6539
2025,10,202510,2025-10-01,4,Q4,서울특별시,강북구,6598
2025,11,202511,2025-11-01,4,Q4,서울특별시,강북구,6785
2025,12,202512,2025-12-01,4,Q4,서울특별시,강북구,6972
2026,1,202601,2026-01-01,1,Q1,서울특별시,강북구,6966
2026,2,202602,2026-02-01,1,Q1,서울특별시,강북구,7029
2022,1,202201,2022-01-01,1,Q1,서울특별시,강서구,5438
2022,2,202202,2022-02-01,1,Q1,서울특별시,강서구,5436
2022,3,202203,2022-03-01,1,Q1,서울특별시,강서구,5380
2022,4,202204,2022-04-01,2,Q2,서울특별시,강서구,5408
2022,5,202205,2022-05-01,2,Q2,서울특별시,강서구,5426
2022,6,202206,2022-06-01,2,Q2,서울특별시,강서구,5420
2022,7,202207,2022-07-01,3,Q3,서울특별시,강서구,5419
2022,8,202208,2022-08-01,3,Q3,서울특별시,강서구,5483
2022,9,202209,2022-09-01,3,Q3,서울특별시,강서구,5445
2022,10,202210,2022-10-01,4,Q4,서울특별시,강서구,5445
2022,11,202211,2022-11-01,4,Q4,서울특별시,강서구,5473
2022,12,202212,2022-12-01,4,Q4,서울특별시,강서구,5472
2023,1,202301,2023-01-01,1,Q1,서울특별시,강서구,5425
2023,2,202302,2023-02-01,1,Q1,서울특별시,강서구,5396
2023,3,202303,2023-03-01,1,Q1,서울특별시,강서구,5424
2023,4,202304,2023-04-01,2,Q2,서울특별시,강서구,5451
2023,5,202305,2023-05-01,2,Q2,서울특별시,강서구,5511
2023,6,202306,2023-06-01,2,Q2,서울특별시,강서구,5543
2023,7,202307,2023-07-01,3,Q3,서울특별시,강서구,5580
2023,8,202308,2023-08-01,3,Q3,서울특별시,강서구,5661
2023,9,202309,2023-09-01,3,Q3,서울특별시,강서구,5639
2023,10,202310,2023-10-01,4,Q4,서울특별시,강서구,5673
2023,11,202311,2023-11-01,4,Q4,서울특별시,강서구,5740
2023,12,202312,2023-12-01,4,Q4,서울특별시,강서구,5768
2024,1,202401,2024-01-01,1,Q1,서울특별시,강서구,5782
2024,2,202402,2024-02-01,1,Q1,서울특별시,강서구,5784
2024,3,202403,2024-03-01,1,Q1,서울특별시,강서구,5773
2024,4,202404,2024-04-01,2,Q2,서울특별시,강서구,5784
2024,5,202405,2024-05-01,2,Q2,서울특별시,강서구,5794
2024,6,202406,2024-06-01,2,Q2,서울특별시,강서구,5798
2024,7,202407,2024-07-01,3,Q3,서울특별시,강서구,5848
2024,8,202408,2024-08-01,3,Q3,서울특별시,강서구,5854
2024,9,202409,2024-09-01,3,Q3,서울특별시,강서구,5853
2024,10,202410,2024-10-01,4,Q4,서울특별시,강서구,5889
2024,11,202411,2024-11-01,4,Q4,서울특별시,강서구,5940
2024,12,202412,2024-12-01,4,Q4,서울특별시,강서구,6023
2025,1,202501,2025-01-01,1,Q1,서울특별시,강서구,6073
2025,2,202502,2025-02-01,1,Q1,서울특별시,강서구,6105
2025,3,202503,2025-03-01,1,Q1,서울특별시,강서구,6107
2025,4,202504,2025-04-01,2,Q2,서울특별시,강서구,6185
2025,5,202505,2025-05-01,2,Q2,서울특별시,강서구,6249
2025,6,202506,2025-06-01,2,Q2,서울특별시,강서구,6330
2025,7,202507,2025-07-01,3,Q3,서울특별시,강서구,6385
2025,8,202508,2025-08-01,3,Q3,서울특별시,강서구,6455
2025,9,202509,2025-09-01,3,Q3,서울특별시,강서구,6508
2025,10,202510,2025-10-01,4,Q4,서울특별시,강서구,6534
2025,11,202511,2025-11-01,4,Q4,서울특별시,강서구,6598
2025,12,202512,2025-12-01,4,Q4,서울특별시,강서구,6659
2026,1,202601,2026-01-01,1,Q1,서울특별시,강서구,6703
2026,2,202602,2026-02-01,1,Q1,서울특별시,강서구,6716
2022,1,202201,2022-01-01,1,Q1,서울특별시,관악구,13764
2022,2,202202,2022-02-01,1,Q1,서울특별시,관악구,13637
2022,3,202203,2022-03-01,1,Q1,서울특별시,관악구,13961
2022,4,202204,2022-04-01,2,Q2,서울특별시,관악구,14029
2022,5,202205,2022-05-01,2,Q2,서울특별시,관악구,13983
2022,6,202206,2022-06-01,2,Q2,서울특별시,관악구,13895
2022,7,202207,2022-07-01,3,Q3,서울특별시,관악구,13922
2022,8,202208,2022-08-01,3,Q3,서울특별시,관악구,13853
2022,9,202209,2022-09-01,3,Q3,서울특별시,관악구,13963
2022,10,202210,2022-10-01,4,Q4,서울특별시,관악구,14283
2022,11,202211,2022-11-01,4,Q4,서울특별시,관악구,14428
2022,12,202212,2022-12-01,4,Q4,서울특별시,관악구,14474
2023,1,202301,2023-01-01,1,Q1,서울특별시,관악구,14560
2023,2,202302,2023-02-01,1,Q1,서울특별시,관악구,14568
2023,3,202303,2023-03-01,1,Q1,서울특별시,관악구,14813
2023,4,202304,2023-04-01,2,Q2,서울특별시,관악구,15058
2023,5,202305,2023-05-01,2,Q2,서울특별시,관악구,15169
2023,6,202306,2023-06-01,2,Q2,서울특별시,관악구,15238
2023,7,202307,2023-07-01,3,Q3,서울특별시,관악구,15194
2023,8,202308,2023-08-01,3,Q3,서울특별시,관악구,15099
2023,9,202309,2023-09-01,3,Q3,서울특별시,관악구,15410
2023,10,202310,2023-10-01,4,Q4,서울특별시,관악구,15718
2023,11,202311,2023-11-01,4,Q4,서울특별시,관악구,15853
2023,12,202312,2023-12-01,4,Q4,서울특별시,관악구,15927
2024,1,202401,2024-01-01,1,Q1,서울특별시,관악구,15885
2024,2,202402,2024-02-01,1,Q1,서울특별시,관악구,15615
2024,3,202403,2024-03-01,1,Q1,서울특별시,관악구,15869
2024,4,202404,2024-04-01,2,Q2,서울특별시,관악구,16216
2024,5,202405,2024-05-01,2,Q2,서울특별시,관악구,16327
2024,6,202406,2024-06-01,2,Q2,서울특별시,관악구,16487
2024,7,202407,2024-07-01,3,Q3,서울특별시,관악구,16510
2024,8,202408,2024-08-01,3,Q3,서울특별시,관악구,16386
2024,9,202409,2024-09-01,3,Q3,서울특별시,관악구,16695
2024,10,202410,2024-10-01,4,Q4,서울특별시,관악구,17311
2024,11,202411,2024-11-01,4,Q4,서울특별시,관악구,17637
2024,12,202412,2024-12-01,4,Q4,서울특별시,관악구,17808
2025,1,202501,2025-01-01,1,Q1,서울특별시,관악구,17872
2025,2,202502,2025-02-01,1,Q1,서울특별시,관악구,17843
2025,3,202503,2025-03-01,1,Q1,서울특별시,관악구,18146
2025,4,202504,2025-04-01,2,Q2,서울특별시,관악구,18745
2025,5,202505,2025-05-01,2,Q2,서울특별시,관악구,18678
2025,6,202506,2025-06-01,2,Q2,서울특별시,관악구,18680
2025,7,202507,2025-07-01,3,Q3,서울특별시,관악구,18568
2025,8,202508,2025-08-01,3,Q3,서울특별시,관악구,18446
2025,9,202509,2025-09-01,3,Q3,서울특별시,관악구,19189
2025,10,202510,2025-10-01,4,Q4,서울특별시,관악구,19645
2025,11,202511,2025-11-01,4,Q4,서울특별시,관악구,19799
2025,12,202512,2025-12-01,4,Q4,서울특별시,관악구,19786
2026,1,202601,2026-01-01,1,Q1,서울특별시,관악구,19841
2026,2,202602,2026-02-01,1,Q1,서울특별시,관악구,19568
2022,1,202201,2022-01-01,1,Q1,서울특별시,광진구,12622
2022,2,202202,2022-02-01,1,Q1,서울특별시,광진구,12486
2022,3,202203,2022-03-01,1,Q1,서울특별시,광진구,12403
2022,4,202204,2022-04-01,2,Q2,서울특별시,광진구,12818
2022,5,202205,2022-05-01,2,Q2,서울특별시,광진구,12841
2022,6,202206,2022-06-01,2,Q2,서울특별시,광진구,12903
2022,7,202207,2022-07-01,3,Q3,서울특별시,광진구,13024
2022,8,202208,2022-08-01,3,Q3,서울특별시,광진구,12725
2022,9,202209,2022-09-01,3,Q3,서울특별시,광진구,12816
2022,10,202210,2022-10-01,4,Q4,서울특별시,광진구,12823
2022,11,202211,2022-11-01,4,Q4,서울특별시,광진구,13720
2022,12,202212,2022-12-01,4,Q4,서울특별시,광진구,13836
2023,1,202301,2023-01-01,1,Q1,서울특별시,광진구,13925
2023,2,202302,2023-02-01,1,Q1,서울특별시,광진구,13749
2023,3,202303,2023-03-01,1,Q1,서울특별시,광진구,14124
2023,4,202304,2023-04-01,2,Q2,서울특별시,광진구,14480
2023,5,202305,2023-05-01,2,Q2,서울특별시,광진구,14557
2023,6,202306,2023-06-01,2,Q2,서울특별시,광진구,14651
2023,7,202307,2023-07-01,3,Q3,서울특별시,광진구,14676
2023,8,202308,2023-08-01,3,Q3,서울특별시,광진구,14560
2023,9,202309,2023-09-01,3,Q3,서울특별시,광진구,15355
2023,10,202310,2023-10-01,4,Q4,서울특별시,광진구,15514
2023,11,202311,2023-11-01,4,Q4,서울특별시,광진구,15558
2023,12,202312,2023-12-01,4,Q4,서울특별시,광진구,15626
2024,1,202401,2024-01-01,1,Q1,서울특별시,광진구,15617
2024,2,202402,2024-02-01,1,Q1,서울특별시,광진구,15254
2024,3,202403,2024-03-01,1,Q1,서울특별시,광진구,15820
2024,4,202404,2024-04-01,2,Q2,서울특별시,광진구,15834
2024,5,202405,2024-05-01,2,Q2,서울특별시,광진구,15764
2024,6,202406,2024-06-01,2,Q2,서울특별시,광진구,15846
2024,7,202407,2024-07-01,3,Q3,서울특별시,광진구,15736
2024,8,202408,2024-08-01,3,Q3,서울특별시,광진구,15468
2024,9,202409,2024-09-01,3,Q3,서울특별시,광진구,15904
2024,10,202410,2024-10-01,4,Q4,서울특별시,광진구,16125
2024,11,202411,2024-11-01,4,Q4,서울특별시,광진구,16600
2024,12,202412,2024-12-01,4,Q4,서울특별시,광진구,16689
2025,1,202501,2025-01-01,1,Q1,서울특별시,광진구,16726
2025,2,202502,2025-02-01,1,Q1,서울특별시,광진구,16430
2025,3,202503,2025-03-01,1,Q1,서울특별시,광진구,16726
2025,4,202504,2025-04-01,2,Q2,서울특별시,광진구,17075
2025,5,202505,2025-05-01,2,Q2,서울특별시,광진구,17041
2025,6,202506,2025-06-01,2,Q2,서울특별시,광진구,17068
2025,7,202507,2025-07-01,3,Q3,서울특별시,광진구,17100
2025,8,202508,2025-08-01,3,Q3,서울특별시,광진구,16879
2025,9,202509,2025-09-01,3,Q3,서울특별시,광진구,17891
2025,10,202510,2025-10-01,4,Q4,서울특별시,광진구,17874
2025,11,202511,2025-11-01,4,Q4,서울특별시,광진구,17924
2025,12,202512,2025-12-01,4,Q4,서울특별시,광진구,17950
2026,1,202601,2026-01-01,1,Q1,서울특별시,광진구,17994
2026,2,202602,2026-02-01,1,Q1,서울특별시,광진구,17595
2022,1,202201,2022-01-01,1,Q1,서울특별시,구로구,24239
2022,2,202202,2022-02-01,1,Q1,서울특별시,구로구,24105
2022,3,202203,2022-03-01,1,Q1,서울특별시,구로구,23967
2022,4,202204,2022-04-01,2,Q2,서울특별시,구로구,23950
2022,5,202205,2022-05-01,2,Q2,서울특별시,구로구,23939
2022,6,202206,2022-06-01,2,Q2,서울특별시,구로구,23859
2022,7,202207,2022-07-01,3,Q3,서울특별시,구로구,23676
2022,8,202208,2022-08-01,3,Q3,서울특별시,구로구,23550
2022,9,202209,2022-09-01,3,Q3,서울특별시,구로구,23389
2022,10,202210,2022-10-01,4,Q4,서울특별시,구로구,23288
2022,11,202211,2022-11-01,4,Q4,서울특별시,구로구,23080
2022,12,202212,2022-12-01,4,Q4,서울특별시,구로구,23103
2023,1,202301,2023-01-01,1,Q1,서울특별시,구로구,23057
2023,2,202302,2023-02-01,1,Q1,서울특별시,구로구,22860
2023,3,202303,2023-03-01,1,Q1,서울특별시,구로구,22800
2023,4,202304,2023-04-01,2,Q2,서울특별시,구로구,22854
2023,5,202305,2023-05-01,2,Q2,서울특별시,구로구,22903
2023,6,202306,2023-06-01,2,Q2,서울특별시,구로구,22941
2023,7,202307,2023-07-01,3,Q3,서울특별시,구로구,23003
2023,8,202308,2023-08-01,3,Q3,서울특별시,구로구,22992
2023,9,202309,2023-09-01,3,Q3,서울특별시,구로구,22886
2023,10,202310,2023-10-01,4,Q4,서울특별시,구로구,22944
2023,11,202311,2023-11-01,4,Q4,서울특별시,구로구,23161
2023,12,202312,2023-12-01,4,Q4,서울특별시,구로구,23246
2024,1,202401,2024-01-01,1,Q1,서울특별시,구로구,23178
2024,2,202402,2024-02-01,1,Q1,서울특별시,구로구,23023
2024,3,202403,2024-03-01,1,Q1,서울특별시,구로구,22884
2024,4,202404,2024-04-01,2,Q2,서울특별시,구로구,22838
2024,5,202405,2024-05-01,2,Q2,서울특별시,구로구,22965
2024,6,202406,2024-06-01,2,Q2,서울특별시,구로구,22930
2024,7,202407,2024-07-01,3,Q3,서울특별시,구로구,23008
2024,8,202408,2024-08-01,3,Q3,서울특별시,구로구,23026
2024,9,202409,2024-09-01,3,Q3,서울특별시,구로구,23025
2024,10,202410,2024-10-01,4,Q4,서울특별시,구로구,23339
2024,11,202411,2024-11-01,4,Q4,서울특별시,구로구,23538
2024,12,202412,2024-12-01,4,Q4,서울특별시,구로구,23747
2025,1,202501,2025-01-01,1,Q1,서울특별시,구로구,23890
2025,2,202502,2025-02-01,1,Q1,서울특별시,구로구,24016
2025,3,202503,2025-03-01,1,Q1,서울특별시,구로구,24209
2025,4,202504,2025-04-01,2,Q2,서울특별시,구로구,24317
2025,5,202505,2025-05-01,2,Q2,서울특별시,구로구,24304
2025,6,202506,2025-06-01,2,Q2,서울특별시,구로구,24457
2025,7,202507,2025-07-01,3,Q3,서울특별시,구로구,24434
2025,8,202508,2025-08-01,3,Q3,서울특별시,구로구,24421
2025,9,202509,2025-09-01,3,Q3,서울특별시,구로구,24485
2025,10,202510,2025-10-01,4,Q4,서울특별시,구로구,24438
2025,11,202511,2025-11-01,4,Q4,서울특별시,구로구,24518
2025,12,202512,2025-12-01,4,Q4,서울특별시,구로구,24409
2026,1,202601,2026-01-01,1,Q1,서울특별시,구로구,24499
2026,2,202602,2026-02-01,1,Q1,서울특별시,구로구,24483
2022,1,202201,2022-01-01,1,Q1,서울특별시,금천구,14024
2022,2,202202,2022-02-01,1,Q1,서울특별시,금천구,13923
2022,3,202203,2022-03-01,1,Q1,서울특별시,금천구,13803
2022,4,202204,2022-04-01,2,Q2,서울특별시,금천구,13781
2022,5,202205,2022-05-01,2,Q2,서울특별시,금천구,13721
2022,6,202206,2022-06-01,2,Q2,서울특별시,금천구,13666
2022,7,202207,2022-07-01,3,Q3,서울특별시,금천구,13545
2022,8,202208,2022-08-01,3,Q3,서울특별시,금천구,13460
2022,9,202209,2022-09-01,3,Q3,서울특별시,금천구,13368
2022,10,202210,2022-10-01,4,Q4,서울특별시,금천구,13288
2022,11,202211,2022-11-01,4,Q4,서울특별시,금천구,13223
2022,12,202212,2022-12-01,4,Q4,서울특별시,금천구,13176
2023,1,202301,2023-01-01,1,Q1,서울특별시,금천구,13115
2023,2,202302,2023-02-01,1,Q1,서울특별시,금천구,13108
2023,3,202303,2023-03-01,1,Q1,서울특별시,금천구,13160
2023,4,202304,2023-04-01,2,Q2,서울특별시,금천구,13225
2023,5,202305,2023-05-01,2,Q2,서울특별시,금천구,13261
2023,6,202306,2023-06-01,2,Q2,서울특별시,금천구,13332
2023,7,202307,2023-07-01,3,Q3,서울특별시,금천구,13428
2023,8,202308,2023-08-01,3,Q3,서울특별시,금천구,13465
2023,9,202309,2023-09-01,3,Q3,서울특별시,금천구,13465
2023,10,202310,2023-10-01,4,Q4,서울특별시,금천구,13504
2023,11,202311,2023-11-01,4,Q4,서울특별시,금천구,13647
2023,12,202312,2023-12-01,4,Q4,서울특별시,금천구,13624
2024,1,202401,2024-01-01,1,Q1,서울특별시,금천구,13593
2024,2,202402,2024-02-01,1,Q1,서울특별시,금천구,13531
2024,3,202403,2024-03-01,1,Q1,서울특별시,금천구,13520
2024,4,202404,2024-04-01,2,Q2,서울특별시,금천구,13470
2024,5,202405,2024-05-01,2,Q2,서울특별시,금천구,13513
2024,6,202406,2024-06-01,2,Q2,서울특별시,금천구,13481
2024,7,202407,2024-07-01,3,Q3,서울특별시,금천구,13563
2024,8,202408,2024-08-01,3,Q3,서울특별시,금천구,13528
2024,9,202409,2024-09-01,3,Q3,서울특별시,금천구,13574
2024,10,202410,2024-10-01,4,Q4,서울특별시,금천구,13757
2024,11,202411,2024-11-01,4,Q4,서울특별시,금천구,13848
2024,12,202412,2024-12-01,4,Q4,서울특별시,금천구,13911
2025,1,202501,2025-01-01,1,Q1,서울특별시,금천구,13925
2025,2,202502,2025-02-01,1,Q1,서울특별시,금천구,14002
2025,3,202503,2025-03-01,1,Q1,서울특별시,금천구,14019
2025,4,202504,2025-04-01,2,Q2,서울특별시,금천구,14078
2025,5,202505,2025-05-01,2,Q2,서울특별시,금천구,14113
2025,6,202506,2025-06-01,2,Q2,서울특별시,금천구,14229
2025,7,202507,2025-07-01,3,Q3,서울특별시,금천구,14258
2025,8,202508,2025-08-01,3,Q3,서울특별시,금천구,14235
2025,9,202509,2025-09-01,3,Q3,서울특별시,금천구,14244
2025,10,202510,2025-10-01,4,Q4,서울특별시,금천구,14251
2025,11,202511,2025-11-01,4,Q4,서울특별시,금천구,14287
2025,12,202512,2025-12-01,4,Q4,서울특별시,금천구,14272
2026,1,202601,2026-01-01,1,Q1,서울특별시,금천구,14339
2026,2,202602,2026-02-01,1,Q1,서울특별시,금천구,14300
2022,1,202201,2022-01-01,1,Q1,서울특별시,노원구,4026
2022,2,202202,2022-02-01,1,Q1,서울특별시,노원구,3953
2022,3,202203,2022-03-01,1,Q1,서울특별시,노원구,3959
2022,4,202204,2022-04-01,2,Q2,서울특별시,노원구,4082
2022,5,202205,2022-05-01,2,Q2,서울특별시,노원구,4104
2022,6,202206,2022-06-01,2,Q2,서울특별시,노원구,4096
2022,7,202207,2022-07-01,3,Q3,서울특별시,노원구,4121
2022,8,202208,2022-08-01,3,Q3,서울특별시,노원구,4078
2022,9,202209,2022-09-01,3,Q3,서울특별시,노원구,4183
2022,10,202210,2022-10-01,4,Q4,서울특별시,노원구,4207
2022,11,202211,2022-11-01,4,Q4,서울특별시,노원구,4290
2022,12,202212,2022-12-01,4,Q4,서울특별시,노원구,4280
2023,1,202301,2023-01-01,1,Q1,서울특별시,노원구,4344
2023,2,202302,2023-02-01,1,Q1,서울특별시,노원구,4284
2023,3,202303,2023-03-01,1,Q1,서울특별시,노원구,4474
2023,4,202304,2023-04-01,2,Q2,서울특별시,노원구,4521
2023,5,202305,2023-05-01,2,Q2,서울특별시,노원구,4543
2023,6,202306,2023-06-01,2,Q2,서울특별시,노원구,4537
2023,7,202307,2023-07-01,3,Q3,서울특별시,노원구,4557
2023,8,202308,2023-08-01,3,Q3,서울특별시,노원구,4497
2023,9,202309,2023-09-01,3,Q3,서울특별시,노원구,4434
2023,10,202310,2023-10-01,4,Q4,서울특별시,노원구,4744
2023,11,202311,2023-11-01,4,Q4,서울특별시,노원구,4758
2023,12,202312,2023-12-01,4,Q4,서울특별시,노원구,4712
2024,1,202401,2024-01-01,1,Q1,서울특별시,노원구,4790
2024,2,202402,2024-02-01,1,Q1,서울특별시,노원구,4638
2024,3,202403,2024-03-01,1,Q1,서울특별시,노원구,4663
2024,4,202404,2024-04-01,2,Q2,서울특별시,노원구,4886
2024,5,202405,2024-05-01,2,Q2,서울특별시,노원구,4909
2024,6,202406,2024-06-01,2,Q2,서울특별시,노원구,4862
2024,7,202407,2024-07-01,3,Q3,서울특별시,노원구,5010
2024,8,202408,2024-08-01,3,Q3,서울특별시,노원구,4872
2024,9,202409,2024-09-01,3,Q3,서울특별시,노원구,4872
2024,10,202410,2024-10-01,4,Q4,서울특별시,노원구,4883
2024,11,202411,2024-11-01,4,Q4,서울특별시,노원구,5317
2024,12,202412,2024-12-01,4,Q4,서울특별시,노원구,5305
2025,1,202501,2025-01-01,1,Q1,서울특별시,노원구,5429
2025,2,202502,2025-02-01,1,Q1,서울특별시,노원구,5298
2025,3,202503,2025-03-01,1,Q1,서울특별시,노원구,5280
2025,4,202504,2025-04-01,2,Q2,서울특별시,노원구,5532
2025,5,202505,2025-05-01,2,Q2,서울특별시,노원구,5488
2025,6,202506,2025-06-01,2,Q2,서울특별시,노원구,5396
2025,7,202507,2025-07-01,3,Q3,서울특별시,노원구,5344
2025,8,202508,2025-08-01,3,Q3,서울특별시,노원구,5222
2025,9,202509,2025-09-01,3,Q3,서울특별시,노원구,5213
2025,10,202510,2025-10-01,4,Q4,서울특별시,노원구,5283
2025,11,202511,2025-11-01,4,Q4,서울특별시,노원구,5468
2025,12,202512,2025-12-01,4,Q4,서울특별시,노원구,5462
2026,1,202601,2026-01-01,1,Q1,서울특별시,노원구,5441
2026,2,202602,2026-02-01,1,Q1,서울특별시,노원구,5218
2022,1,202201,2022-01-01,1,Q1,서울특별시,도봉구,2018
2022,2,202202,2022-02-01,1,Q1,서울특별시,도봉구,2017
2022,3,202203,2022-03-01,1,Q1,서울특별시,도봉구,2002
2022,4,202204,2022-04-01,2,Q2,서울특별시,도봉구,2069
2022,5,202205,2022-05-01,2,Q2,서울특별시,도봉구,2083
2022,6,202206,2022-06-01,2,Q2,서울특별시,도봉구,2125
2022,7,202207,2022-07-01,3,Q3,서울특별시,도봉구,2136
2022,8,202208,2022-08-01,3,Q3,서울특별시,도봉구,2111
2022,9,202209,2022-09-01,3,Q3,서울특별시,도봉구,2096
2022,10,202210,2022-10-01,4,Q4,서울특별시,도봉구,2156
2022,11,202211,2022-11-01,4,Q4,서울특별시,도봉구,2274
2022,12,202212,2022-12-01,4,Q4,서울특별시,도봉구,2295
2023,1,202301,2023-01-01,1,Q1,서울특별시,도봉구,2288
2023,2,202302,2023-02-01,1,Q1,서울특별시,도봉구,2284
2023,3,202303,2023-03-01,1,Q1,서울특별시,도봉구,2349
2023,4,202304,2023-04-01,2,Q2,서울특별시,도봉구,2339
2023,5,202305,2023-05-01,2,Q2,서울특별시,도봉구,2372
2023,6,202306,2023-06-01,2,Q2,서울특별시,도봉구,2400
2023,7,202307,2023-07-01,3,Q3,서울특별시,도봉구,2422
2023,8,202308,2023-08-01,3,Q3,서울특별시,도봉구,2410
2023,9,202309,2023-09-01,3,Q3,서울특별시,도봉구,2393
2023,10,202310,2023-10-01,4,Q4,서울특별시,도봉구,2476
2023,11,202311,2023-11-01,4,Q4,서울특별시,도봉구,2505
2023,12,202312,2023-12-01,4,Q4,서울특별시,도봉구,2546
2024,1,202401,2024-01-01,1,Q1,서울특별시,도봉구,2536
2024,2,202402,2024-02-01,1,Q1,서울특별시,도봉구,2504
2024,3,202403,2024-03-01,1,Q1,서울특별시,도봉구,2518
2024,4,202404,2024-04-01,2,Q2,서울특별시,도봉구,2579
2024,5,202405,2024-05-01,2,Q2,서울특별시,도봉구,2603
2024,6,202406,2024-06-01,2,Q2,서울특별시,도봉구,2660
2024,7,202407,2024-07-01,3,Q3,서울특별시,도봉구,2693
2024,8,202408,2024-08-01,3,Q3,서울특별시,도봉구,2688
2024,9,202409,2024-09-01,3,Q3,서울특별시,도봉구,2671
2024,10,202410,2024-10-01,4,Q4,서울특별시,도봉구,2769
2024,11,202411,2024-11-01,4,Q4,서울특별시,도봉구,2796
2024,12,202412,2024-12-01,4,Q4,서울특별시,도봉구,2804
2025,1,202501,2025-01-01,1,Q1,서울특별시,도봉구,2825
2025,2,202502,2025-02-01,1,Q1,서울특별시,도봉구,2819
2025,3,202503,2025-03-01,1,Q1,서울특별시,도봉구,2846
2025,4,202504,2025-04-01,2,Q2,서울특별시,도봉구,2959
2025,5,202505,2025-05-01,2,Q2,서울특별시,도봉구,2979
2025,6,202506,2025-06-01,2,Q2,서울특별시,도봉구,3001
2025,7,202507,2025-07-01,3,Q3,서울특별시,도봉구,3017
2025,8,202508,2025-08-01,3,Q3,서울특별시,도봉구,2964
2025,9,202509,2025-09-01,3,Q3,서울특별시,도봉구,2950
2025,10,202510,2025-10-01,4,Q4,서울특별시,도봉구,3056
2025,11,202511,2025-11-01,4,Q4,서울특별시,도봉구,3097
2025,12,202512,2025-12-01,4,Q4,서울특별시,도봉구,3152
2026,1,202601,2026-01-01,1,Q1,서울특별시,도봉구,3145
2026,2,202602,2026-02-01,1,Q1,서울특별시,도봉구,3096
2022,1,202201,2022-01-01,1,Q1,서울특별시,동대문구,14373
2022,2,202202,2022-02-01,1,Q1,서울특별시,동대문구,14189
2022,3,202203,2022-03-01,1,Q1,서울특별시,동대문구,14610
2022,4,202204,2022-04-01,2,Q2,서울특별시,동대문구,15096
2022,5,202205,2022-05-01,2,Q2,서울특별시,동대문구,15313
2022,6,202206,2022-06-01,2,Q2,서울특별시,동대문구,15413
2022,7,202207,2022-07-01,3,Q3,서울특별시,동대문구,15393
2022,8,202208,2022-08-01,3,Q3,서울특별시,동대문구,15443
2022,9,202209,2022-09-01,3,Q3,서울특별시,동대문구,16075
2022,10,202210,2022-10-01,4,Q4,서울특별시,동대문구,16550
2022,11,202211,2022-11-01,4,Q4,서울특별시,동대문구,17214
2022,12,202212,2022-12-01,4,Q4,서울특별시,동대문구,16957
2023,1,202301,2023-01-01,1,Q1,서울특별시,동대문구,16803
2023,2,202302,2023-02-01,1,Q1,서울특별시,동대문구,16576
2023,3,202303,2023-03-01,1,Q1,서울특별시,동대문구,17310
2023,4,202304,2023-04-01,2,Q2,서울특별시,동대문구,17552
2023,5,202305,2023-05-01,2,Q2,서울특별시,동대문구,17725
2023,6,202306,2023-06-01,2,Q2,서울특별시,동대문구,17552
2023,7,202307,2023-07-01,3,Q3,서울특별시,동대문구,17274
2023,8,202308,2023-08-01,3,Q3,서울특별시,동대문구,17060
2023,9,202309,2023-09-01,3,Q3,서울특별시,동대문구,17875
2023,10,202310,2023-10-01,4,Q4,서울특별시,동대문구,18510
2023,11,202311,2023-11-01,4,Q4,서울특별시,동대문구,18888
2023,12,202312,2023-12-01,4,Q4,서울특별시,동대문구,18724
2024,1,202401,2024-01-01,1,Q1,서울특별시,동대문구,18501
2024,2,202402,2024-02-01,1,Q1,서울특별시,동대문구,17836
2024,3,202403,2024-03-01,1,Q1,서울특별시,동대문구,18224
2024,4,202404,2024-04-01,2,Q2,서울특별시,동대문구,18491
