년,월,연월코드,날짜,분기,분기명,시도,시군구,등록외국인수
2022,1,202201,2022-01-01,1,Q1,강원도,강릉시,2344
2022,2,202202,2022-02-01,1,Q1,강원도,강릉시,2307
2022,3,202203,2022-03-01,1,Q1,강원도,강릉시,2306
2022,4,202204,2022-04-01,2,Q2,강원도,강릉시,2339
2022,5,202205,2022-05-01,2,Q2,강원도,강릉시,2361
2022,6,202206,2022-06-01,2,Q2,강원도,강릉시,2381
2022,7,202207,2022-07-01,3,Q3,강원도,강릉시,2451
2022,8,202208,2022-08-01,3,Q3,강원도,강릉시,2518
2022,9,202209,2022-09-01,3,Q3,강원도,강릉시,2549
2022,10,202210,2022-10-01,4,Q4,강원도,강릉시,2637
2022,11,202211,2022-11-01,4,Q4,강원도,강릉시,2640
2022,12,202212,2022-12-01,4,Q4,강원도,강릉시,2630
2023,1,202301,2023-01-01,1,Q1,강원도,강릉시,2627
2023,2,202302,2023-02-01,1,Q1,강원도,강릉시,2682
2023,3,202303,2023-03-01,1,Q1,강원도,강릉시,2730
2023,4,202304,2023-04-01,2,Q2,강원도,강릉시,2795
2023,5,202305,2023-05-01,2,Q2,강원도,강릉시,2856
2023,6,202306,2023-06-01,2,Q2,강원도,강릉시,3014
2023,7,202307,2023-07-01,3,Q3,강원도,강릉시,3049
2023,8,202308,2023-08-01,3,Q3,강원도,강릉시,3201
2023,9,202309,2023-09-01,3,Q3,강원도,강릉시,3333
2023,10,202310,2023-10-01,4,Q4,강원도,강릉시,3355
2023,11,202311,2023-11-01,4,Q4,강원도,강릉시,3362
2023,12,202312,2023-12-01,4,Q4,강원도,강릉시,3379
2024,1,202401,2024-01-01,1,Q1,강원도,강릉시,3408
2024,2,202402,2024-02-01,1,Q1,강원도,강릉시,3405
2024,3,202403,2024-03-01,1,Q1,강원도,강릉시,3496
2024,4,202404,2024-04-01,2,Q2,강원도,강릉시,3547
2024,5,202405,2024-05-01,2,Q2,강원도,강릉시,3600
2024,6,202406,2024-06-01,2,Q2,강원도,강릉시,3644
2024,7,202407,2024-07-01,3,Q3,강원도,강릉시,3700
2024,8,202408,2024-08-01,3,Q3,강원도,강릉시,3728
2024,9,202409,2024-09-01,3,Q3,강원도,강릉시,3702
2024,10,202410,2024-10-01,4,Q4,강원도,강릉시,3776
2024,11,202411,2024-11-01,4,Q4,강원도,강릉시,3813
2024,12,202412,2024-12-01,4,Q4,강원도,강릉시,3835
2025,1,202501,2025-01-01,1,Q1,강원도,강릉시,3850
2025,2,202502,2025-02-01,1,Q1,강원도,강릉시,3883
2025,3,202503,2025-03-01,1,Q1,강원도,강릉시,3954
2025,4,202504,2025-04-01,2,Q2,강원도,강릉시,4008
2025,5,202505,2025-05-01,2,Q2,강원도,강릉시,4080
2025,6,202506,2025-06-01,2,Q2,강원도,강릉시,4077
2025,7,202507,2025-07-01,3,Q3,강원도,강릉시,4158
2025,8,202508,2025-08-01,3,Q3,강원도,강릉시,4174
2025,9,202509,2025-09-01,3,Q3,강원도,강릉시,4196
2025,10,202510,2025-10-01,4,Q4,강원도,강릉시,4183
2025,11,202511,2025-11-01,4,Q4,강원도,강릉시,4140
2025,12,202512,2025-12-01,4,Q4,강원도,강릉시,4157
2026,1,202601,2026-01-01,1,Q1,강원도,강릉시,4157
2026,2,202602,2026-02-01,1,Q1,강원도,강릉시,4145
2022,1,202201,2022-01-01,1,Q1,강원도,고성군,1202
2022,2,202202,2022-02-01,1,Q1,강원도,고성군,1188
2022,3,202203,2022-03-01,1,Q1,강원도,고성군,1217
2022,4,202204,2022-04-01,2,Q2,강원도,고성군,1215
2022,5,202205,2022-05-01,2,Q2,강원도,고성군,1217
2022,6,202206,2022-06-01,2,Q2,강원도,고성군,1225
2022,7,202207,2022-07-01,3,Q3,강원도,고성군,1230
2022,8,202208,2022-08-01,3,Q3,강원도,고성군,1251
2022,9,202209,2022-09-01,3,Q3,강원도,고성군,1307
2022,10,202210,2022-10-01,4,Q4,강원도,고성군,1380
2022,11,202211,2022-11-01,4,Q4,강원도,고성군,1371
2022,12,202212,2022-12-01,4,Q4,강원도,고성군,1373
2023,1,202301,2023-01-01,1,Q1,강원도,고성군,1383
2023,2,202302,2023-02-01,1,Q1,강원도,고성군,1413
2023,3,202303,2023-03-01,1,Q1,강원도,고성군,1504
2023,4,202304,2023-04-01,2,Q2,강원도,고성군,1514
2023,5,202305,2023-05-01,2,Q2,강원도,고성군,1513
2023,6,202306,2023-06-01,2,Q2,강원도,고성군,1529
2023,7,202307,2023-07-01,3,Q3,강원도,고성군,1551
2023,8,202308,2023-08-01,3,Q3,강원도,고성군,1628
2023,9,202309,2023-09-01,3,Q3,강원도,고성군,1658
2023,10,202310,2023-10-01,4,Q4,강원도,고성군,1784
2023,11,202311,2023-11-01,4,Q4,강원도,고성군,1820
2023,12,202312,2023-12-01,4,Q4,강원도,고성군,1812
2024,1,202401,2024-01-01,1,Q1,강원도,고성군,1782
2024,2,202402,2024-02-01,1,Q1,강원도,고성군,1758
2024,3,202403,2024-03-01,1,Q1,강원도,고성군,1757
2024,4,202404,2024-04-01,2,Q2,강원도,고성군,1840
2024,5,202405,2024-05-01,2,Q2,강원도,고성군,1854
2024,6,202406,2024-06-01,2,Q2,강원도,고성군,1865
2024,7,202407,2024-07-01,3,Q3,강원도,고성군,1853
2024,8,202408,2024-08-01,3,Q3,강원도,고성군,1863
2024,9,202409,2024-09-01,3,Q3,강원도,고성군,1862
2024,10,202410,2024-10-01,4,Q4,강원도,고성군,1940
2024,11,202411,2024-11-01,4,Q4,강원도,고성군,1931
2024,12,202412,2024-12-01,4,Q4,강원도,고성군,1926
2025,1,202501,2025-01-01,1,Q1,강원도,고성군,1894
2025,2,202502,2025-02-01,1,Q1,강원도,고성군,1856
2025,3,202503,2025-03-01,1,Q1,강원도,고성군,1955
2025,4,202504,2025-04-01,2,Q2,강원도,고성군,1976
2025,5,202505,2025-05-01,2,Q2,강원도,고성군,1963
2025,6,202506,2025-06-01,2,Q2,강원도,고성군,1975
2025,7,202507,2025-07-01,3,Q3,강원도,고성군,1963
2025,8,202508,2025-08-01,3,Q3,강원도,고성군,1925
2025,9,202509,2025-09-01,3,Q3,강원도,고성군,1976
2025,10,202510,2025-10-01,4,Q4,강원도,고성군,2135
2025,11,202511,2025-11-01,4,Q4,강원도,고성군,2161
2025,12,202512,2025-12-01,4,Q4,강원도,고성군,2181
2026,1,202601,2026-01-01,1,Q1,강원도,고성군,2156
2026,2,202602,2026-02-01,1,Q1,강원도,고성군,2085
2022,1,202201,2022-01-01,1,Q1,강원도,동해시,724
2022,2,202202,2022-02-01,1,Q1,강원도,동해시,728
2022,3,202203,2022-03-01,1,Q1,강원도,동해시,727
2022,4,202204,2022-04-01,2,Q2,강원도,동해시,724
2022,5,202205,2022-05-01,2,Q2,강원도,동해시,724
2022,6,202206,2022-06-01,2,Q2,강원도,동해시,728
2022,7,202207,2022-07-01,3,Q3,강원도,동해시,744
2022,8,202208,2022-08-01,3,Q3,강원도,동해시,760
2022,9,202209,2022-09-01,3,Q3,강원도,동해시,780
2022,10,202210,2022-10-01,4,Q4,강원도,동해시,806
2022,11,202211,2022-11-01,4,Q4,강원도,동해시,829
2022,12,202212,2022-12-01,4,Q4,강원도,동해시,835
2023,1,202301,2023-01-01,1,Q1,강원도,동해시,834
2023,2,202302,2023-02-01,1,Q1,강원도,동해시,845
2023,3,202303,2023-03-01,1,Q1,강원도,동해시,858
2023,4,202304,2023-04-01,2,Q2,강원도,동해시,874
2023,5,202305,2023-05-01,2,Q2,강원도,동해시,869
2023,6,202306,2023-06-01,2,Q2,강원도,동해시,906
2023,7,202307,2023-07-01,3,Q3,강원도,동해시,915
2023,8,202308,2023-08-01,3,Q3,강원도,동해시,915
2023,9,202309,2023-09-01,3,Q3,강원도,동해시,935
2023,10,202310,2023-10-01,4,Q4,강원도,동해시,942
2023,11,202311,2023-11-01,4,Q4,강원도,동해시,956
2023,12,202312,2023-12-01,4,Q4,강원도,동해시,972
2024,1,202401,2024-01-01,1,Q1,강원도,동해시,983
2024,2,202402,2024-02-01,1,Q1,강원도,동해시,971
2024,3,202403,2024-03-01,1,Q1,강원도,동해시,997
2024,4,202404,2024-04-01,2,Q2,강원도,동해시,983
2024,5,202405,2024-05-01,2,Q2,강원도,동해시,963
2024,6,202406,2024-06-01,2,Q2,강원도,동해시,973
2024,7,202407,2024-07-01,3,Q3,강원도,동해시,983
2024,8,202408,2024-08-01,3,Q3,강원도,동해시,983
2024,9,202409,2024-09-01,3,Q3,강원도,동해시,985
2024,10,202410,2024-10-01,4,Q4,강원도,동해시,994
2024,11,202411,2024-11-01,4,Q4,강원도,동해시,994
2024,12,202412,2024-12-01,4,Q4,강원도,동해시,972
2025,1,202501,2025-01-01,1,Q1,강원도,동해시,972
2025,2,202502,2025-02-01,1,Q1,강원도,동해시,966
2025,3,202503,2025-03-01,1,Q1,강원도,동해시,958
2025,4,202504,2025-04-01,2,Q2,강원도,동해시,958
2025,5,202505,2025-05-01,2,Q2,강원도,동해시,951
2025,6,202506,2025-06-01,2,Q2,강원도,동해시,968
2025,7,202507,2025-07-01,3,Q3,강원도,동해시,968
2025,8,202508,2025-08-01,3,Q3,강원도,동해시,968
2025,9,202509,2025-09-01,3,Q3,강원도,동해시,965
2025,10,202510,2025-10-01,4,Q4,강원도,동해시,971
2025,11,202511,2025-11-01,4,Q4,강원도,동해시,967
2025,12,202512,2025-12-01,4,Q4,강원도,동해시,973
2026,1,202601,2026-01-01,1,Q1,강원도,동해시,977
2026,2,202602,2026-02-01,1,Q1,강원도,동해시,989
2022,1,202201,2022-01-01,1,Q1,강원도,삼척시,632
2022,2,202202,2022-02-01,1,Q1,강원도,삼척시,636
2022,3,202203,2022-03-01,1,Q1,강원도,삼척시,624
2022,4,202204,2022-04-01,2,Q2,강원도,삼척시,630
2022,5,202205,2022-05-01,2,Q2,강원도,삼척시,679
2022,6,202206,2022-06-01,2,Q2,강원도,삼척시,714
2022,7,202207,2022-07-01,3,Q3,강원도,삼척시,735
2022,8,202208,2022-08-01,3,Q3,강원도,삼척시,754
2022,9,202209,2022-09-01,3,Q3,강원도,삼척시,777
2022,10,202210,2022-10-01,4,Q4,강원도,삼척시,753
2022,11,202211,2022-11-01,4,Q4,강원도,삼척시,742
2022,12,202212,2022-12-01,4,Q4,강원도,삼척시,748
2023,1,202301,2023-01-01,1,Q1,강원도,삼척시,754
2023,2,202302,2023-02-01,1,Q1,강원도,삼척시,736
2023,3,202303,2023-03-01,1,Q1,강원도,삼척시,746
2023,4,202304,2023-04-01,2,Q2,강원도,삼척시,740
2023,5,202305,2023-05-01,2,Q2,강원도,삼척시,800
2023,6,202306,2023-06-01,2,Q2,강원도,삼척시,847
2023,7,202307,2023-07-01,3,Q3,강원도,삼척시,840
2023,8,202308,2023-08-01,3,Q3,강원도,삼척시,845
2023,9,202309,2023-09-01,3,Q3,강원도,삼척시,889
2023,10,202310,2023-10-01,4,Q4,강원도,삼척시,875
2023,11,202311,2023-11-01,4,Q4,강원도,삼척시,864
2023,12,202312,2023-12-01,4,Q4,강원도,삼척시,851
2024,1,202401,2024-01-01,1,Q1,강원도,삼척시,855
2024,2,202402,2024-02-01,1,Q1,강원도,삼척시,833
2024,3,202403,2024-03-01,1,Q1,강원도,삼척시,850
2024,4,202404,2024-04-01,2,Q2,강원도,삼척시,838
2024,5,202405,2024-05-01,2,Q2,강원도,삼척시,835
2024,6,202406,2024-06-01,2,Q2,강원도,삼척시,905
2024,7,202407,2024-07-01,3,Q3,강원도,삼척시,931
2024,8,202408,2024-08-01,3,Q3,강원도,삼척시,936
2024,9,202409,2024-09-01,3,Q3,강원도,삼척시,979
2024,10,202410,2024-10-01,4,Q4,강원도,삼척시,957
2024,11,202411,2024-11-01,4,Q4,강원도,삼척시,884
2024,12,202412,2024-12-01,4,Q4,강원도,삼척시,844
2025,1,202501,2025-01-01,1,Q1,강원도,삼척시,826
2025,2,202502,2025-02-01,1,Q1,강원도,삼척시,820
2025,3,202503,2025-03-01,1,Q1,강원도,삼척시,861
2025,4,202504,2025-04-01,2,Q2,강원도,삼척시,903
2025,5,202505,2025-05-01,2,Q2,강원도,삼척시,993
2025,6,202506,2025-06-01,2,Q2,강원도,삼척시,1053
2025,7,202507,2025-07-01,3,Q3,강원도,삼척시,1043
2025,8,202508,2025-08-01,3,Q3,강원도,삼척시,1052
2025,9,202509,2025-09-01,3,Q3,강원도,삼척시,1445
2025,10,202510,2025-10-01,4,Q4,강원도,삼척시,1407
2025,11,202511,2025-11-01,4,Q4,강원도,삼척시,1302
2025,12,202512,2025-12-01,4,Q4,강원도,삼척시,1298
2026,1,202601,2026-01-01,1,Q1,강원도,삼척시,1297
2026,2,202602,2026-02-01,1,Q1,강원도,삼척시,1400
2022,1,202201,2022-01-01,1,Q1,강원도,속초시,1035
2022,2,202202,2022-02-01,1,Q1,강원도,속초시,1043
2022,3,202203,2022-03-01,1,Q1,강원도,속초시,1042
2022,4,202204,2022-04-01,2,Q2,강원도,속초시,1041
2022,5,202205,2022-05-01,2,Q2,강원도,속초시,1046
2022,6,202206,2022-06-01,2,Q2,강원도,속초시,1060
2022,7,202207,2022-07-01,3,Q3,강원도,속초시,1071
2022,8,202208,2022-08-01,3,Q3,강원도,속초시,1100
2022,9,202209,2022-09-01,3,Q3,강원도,속초시,1110
2022,10,202210,2022-10-01,4,Q4,강원도,속초시,1132
2022,11,202211,2022-11-01,4,Q4,강원도,속초시,1149
2022,12,202212,2022-12-01,4,Q4,강원도,속초시,1205
2023,1,202301,2023-01-01,1,Q1,강원도,속초시,1210
2023,2,202302,2023-02-01,1,Q1,강원도,속초시,1198
2023,3,202303,2023-03-01,1,Q1,강원도,속초시,1221
2023,4,202304,2023-04-01,2,Q2,강원도,속초시,1197
2023,5,202305,2023-05-01,2,Q2,강원도,속초시,1240
2023,6,202306,2023-06-01,2,Q2,강원도,속초시,1269
2023,7,202307,2023-07-01,3,Q3,강원도,속초시,1278
2023,8,202308,2023-08-01,3,Q3,강원도,속초시,1295
2023,9,202309,2023-09-01,3,Q3,강원도,속초시,1329
2023,10,202310,2023-10-01,4,Q4,강원도,속초시,1331
2023,11,202311,2023-11-01,4,Q4,강원도,속초시,1363
2023,12,202312,2023-12-01,4,Q4,강원도,속초시,1364
2024,1,202401,2024-01-01,1,Q1,강원도,속초시,1384
2024,2,202402,2024-02-01,1,Q1,강원도,속초시,1410
2024,3,202403,2024-03-01,1,Q1,강원도,속초시,1446
2024,4,202404,2024-04-01,2,Q2,강원도,속초시,1487
2024,5,202405,2024-05-01,2,Q2,강원도,속초시,1500
2024,6,202406,2024-06-01,2,Q2,강원도,속초시,1497
2024,7,202407,2024-07-01,3,Q3,강원도,속초시,1515
2024,8,202408,2024-08-01,3,Q3,강원도,속초시,1535
2024,9,202409,2024-09-01,3,Q3,강원도,속초시,1575
2024,10,202410,2024-10-01,4,Q4,강원도,속초시,1596
2024,11,202411,2024-11-01,4,Q4,강원도,속초시,1643
2024,12,202412,2024-12-01,4,Q4,강원도,속초시,1661
2025,1,202501,2025-01-01,1,Q1,강원도,속초시,1670
2025,2,202502,2025-02-01,1,Q1,강원도,속초시,1689
2025,3,202503,2025-03-01,1,Q1,강원도,속초시,1729
2025,4,202504,2025-04-01,2,Q2,강원도,속초시,1728
2025,5,202505,2025-05-01,2,Q2,강원도,속초시,1728
2025,6,202506,2025-06-01,2,Q2,강원도,속초시,1734
2025,7,202507,2025-07-01,3,Q3,강원도,속초시,1746
2025,8,202508,2025-08-01,3,Q3,강원도,속초시,1786
2025,9,202509,2025-09-01,3,Q3,강원도,속초시,1833
2025,10,202510,2025-10-01,4,Q4,강원도,속초시,1871
2025,11,202511,2025-11-01,4,Q4,강원도,속초시,1878
2025,12,202512,2025-12-01,4,Q4,강원도,속초시,1873
2026,1,202601,2026-01-01,1,Q1,강원도,속초시,1870
2026,2,202602,2026-02-01,1,Q1,강원도,속초시,1869
2022,1,202201,2022-01-01,1,Q1,강원도,양구군,323
2022,2,202202,2022-02-01,1,Q1,강원도,양구군,325
2022,3,202203,2022-03-01,1,Q1,강원도,양구군,315
2022,4,202204,2022-04-01,2,Q2,강원도,양구군,315
2022,5,202205,2022-05-01,2,Q2,강원도,양구군,317
2022,6,202206,2022-06-01,2,Q2,강원도,양구군,558
2022,7,202207,2022-07-01,3,Q3,강원도,양구군,618
2022,8,202208,2022-08-01,3,Q3,강원도,양구군,777
2022,9,202209,2022-09-01,3,Q3,강원도,양구군,592
2022,10,202210,2022-10-01,4,Q4,강원도,양구군,468
2022,11,202211,2022-11-01,4,Q4,강원도,양구군,463
2022,12,202212,2022-12-01,4,Q4,강원도,양구군,386
2023,1,202301,2023-01-01,1,Q1,강원도,양구군,380
2023,2,202302,2023-02-01,1,Q1,강원도,양구군,385
2023,3,202303,2023-03-01,1,Q1,강원도,양구군,387
2023,4,202304,2023-04-01,2,Q2,강원도,양구군,387
2023,5,202305,2023-05-01,2,Q2,강원도,양구군,404
2023,6,202306,2023-06-01,2,Q2,강원도,양구군,464
2023,7,202307,2023-07-01,3,Q3,강원도,양구군,752
2023,8,202308,2023-08-01,3,Q3,강원도,양구군,814
2023,9,202309,2023-09-01,3,Q3,강원도,양구군,816
2023,10,202310,2023-10-01,4,Q4,강원도,양구군,713
2023,11,202311,2023-11-01,4,Q4,강원도,양구군,572
2023,12,202312,2023-12-01,4,Q4,강원도,양구군,419
2024,1,202401,2024-01-01,1,Q1,강원도,양구군,424
2024,2,202402,2024-02-01,1,Q1,강원도,양구군,418
2024,3,202403,2024-03-01,1,Q1,강원도,양구군,411
2024,4,202404,2024-04-01,2,Q2,강원도,양구군,409
2024,5,202405,2024-05-01,2,Q2,강원도,양구군,552
2024,6,202406,2024-06-01,2,Q2,강원도,양구군,748
2024,7,202407,2024-07-01,3,Q3,강원도,양구군,888
2024,8,202408,2024-08-01,3,Q3,강원도,양구군,928
2024,9,202409,2024-09-01,3,Q3,강원도,양구군,892
2024,10,202410,2024-10-01,4,Q4,강원도,양구군,737
2024,11,202411,2024-11-01,4,Q4,강원도,양구군,495
2024,12,202412,2024-12-01,4,Q4,강원도,양구군,432
2025,1,202501,2025-01-01,1,Q1,강원도,양구군,422
2025,2,202502,2025-02-01,1,Q1,강원도,양구군,424
2025,3,202503,2025-03-01,1,Q1,강원도,양구군,412
2025,4,202504,2025-04-01,2,Q2,강원도,양구군,409
2025,5,202505,2025-05-01,2,Q2,강원도,양구군,416
2025,6,202506,2025-06-01,2,Q2,강원도,양구군,443
2025,7,202507,2025-07-01,3,Q3,강원도,양구군,669
2025,8,202508,2025-08-01,3,Q3,강원도,양구군,1044
2025,9,202509,2025-09-01,3,Q3,강원도,양구군,1047
2025,10,202510,2025-10-01,4,Q4,강원도,양구군,897
2025,11,202511,2025-11-01,4,Q4,강원도,양구군,670
2025,12,202512,2025-12-01,4,Q4,강원도,양구군,526
2026,1,202601,2026-01-01,1,Q1,강원도,양구군,437
2026,2,202602,2026-02-01,1,Q1,강원도,양구군,427
2022,1,202201,2022-01-01,1,Q1,강원도,양양군,290
2022,2,202202,2022-02-01,1,Q1,강원도,양양군,287
2022,3,202203,2022-03-01,1,Q1,강원도,양양군,286
2022,4,202204,2022-04-01,2,Q2,강원도,양양군,290
2022,5,202205,2022-05-01,2,Q2,강원도,양양군,295
2022,6,202206,2022-06-01,2,Q2,강원도,양양군,305
2022,7,202207,2022-07-01,3,Q3,강원도,양양군,311
2022,8,202208,2022-08-01,3,Q3,강원도,양양군,321
2022,9,202209,2022-09-01,3,Q3,강원도,양양군,336
2022,10,202210,2022-10-01,4,Q4,강원도,양양군,344
2022,11,202211,2022-11-01,4,Q4,강원도,양양군,345
2022,12,202212,2022-12-01,4,Q4,강원도,양양군,343
2023,1,202301,2023-01-01,1,Q1,강원도,양양군,337
2023,2,202302,2023-02-01,1,Q1,강원도,양양군,351
2023,3,202303,2023-03-01,1,Q1,강원도,양양군,359
2023,4,202304,2023-04-01,2,Q2,강원도,양양군,354
2023,5,202305,2023-05-01,2,Q2,강원도,양양군,365
2023,6,202306,2023-06-01,2,Q2,강원도,양양군,369
2023,7,202307,2023-07-01,3,Q3,강원도,양양군,366
2023,8,202308,2023-08-01,3,Q3,강원도,양양군,366
2023,9,202309,2023-09-01,3,Q3,강원도,양양군,364
2023,10,202310,2023-10-01,4,Q4,강원도,양양군,367
2023,11,202311,2023-11-01,4,Q4,강원도,양양군,366
2023,12,202312,2023-12-01,4,Q4,강원도,양양군,366
2024,1,202401,2024-01-01,1,Q1,강원도,양양군,370
2024,2,202402,2024-02-01,1,Q1,강원도,양양군,373
2024,3,202403,2024-03-01,1,Q1,강원도,양양군,388
2024,4,202404,2024-04-01,2,Q2,강원도,양양군,392
2024,5,202405,2024-05-01,2,Q2,강원도,양양군,393
2024,6,202406,2024-06-01,2,Q2,강원도,양양군,395
2024,7,202407,2024-07-01,3,Q3,강원도,양양군,409
2024,8,202408,2024-08-01,3,Q3,강원도,양양군,421
2024,9,202409,2024-09-01,3,Q3,강원도,양양군,431
2024,10,202410,2024-10-01,4,Q4,강원도,양양군,444
2024,11,202411,2024-11-01,4,Q4,강원도,양양군,438
2024,12,202412,2024-12-01,4,Q4,강원도,양양군,447
2025,1,202501,2025-01-01,1,Q1,강원도,양양군,444
2025,2,202502,2025-02-01,1,Q1,강원도,양양군,447
2025,3,202503,2025-03-01,1,Q1,강원도,양양군,449
2025,4,202504,2025-04-01,2,Q2,강원도,양양군,446
2025,5,202505,2025-05-01,2,Q2,강원도,양양군,448
2025,6,202506,2025-06-01,2,Q2,강원도,양양군,455
2025,7,202507,2025-07-01,3,Q3,강원도,양양군,461
2025,8,202508,2025-08-01,3,Q3,강원도,양양군,473
2025,9,202509,2025-09-01,3,Q3,강원도,양양군,476
2025,10,202510,2025-10-01,4,Q4,강원도,양양군,489
2025,11,202511,2025-11-01,4,Q4,강원도,양양군,503
2025,12,202512,2025-12-01,4,Q4,강원도,양양군,523
2026,1,202601,2026-01-01,1,Q1,강원도,양양군,519
2026,2,202602,2026-02-01,1,Q1,강원도,양양군,511
2022,1,202201,2022-01-01,1,Q1,강원도,영월군,245
2022,2,202202,2022-02-01,1,Q1,강원도,영월군,243
2022,3,202203,2022-03-01,1,Q1,강원도,영월군,232
2022,4,202204,2022-04-01,2,Q2,강원도,영월군,230
2022,5,202205,2022-05-01,2,Q2,강원도,영월군,237
2022,6,202206,2022-06-01,2,Q2,강원도,영월군,271
2022,7,202207,2022-07-01,3,Q3,강원도,영월군,277
2022,8,202208,2022-08-01,3,Q3,강원도,영월군,293
2022,9,202209,2022-09-01,3,Q3,강원도,영월군,293
2022,10,202210,2022-10-01,4,Q4,강원도,영월군,290
2022,11,202211,2022-11-01,4,Q4,강원도,영월군,265
2022,12,202212,2022-12-01,4,Q4,강원도,영월군,260
2023,1,202301,2023-01-01,1,Q1,강원도,영월군,256
2023,2,202302,2023-02-01,1,Q1,강원도,영월군,258
2023,3,202303,2023-03-01,1,Q1,강원도,영월군,271
2023,4,202304,2023-04-01,2,Q2,강원도,영월군,298
2023,5,202305,2023-05-01,2,Q2,강원도,영월군,339
2023,6,202306,2023-06-01,2,Q2,강원도,영월군,365
2023,7,202307,2023-07-01,3,Q3,강원도,영월군,368
2023,8,202308,2023-08-01,3,Q3,강원도,영월군,373
2023,9,202309,2023-09-01,3,Q3,강원도,영월군,380
2023,10,202310,2023-10-01,4,Q4,강원도,영월군,385
2023,11,202311,2023-11-01,4,Q4,강원도,영월군,358
2023,12,202312,2023-12-01,4,Q4,강원도,영월군,343
2024,1,202401,2024-01-01,1,Q1,강원도,영월군,373
2024,2,202402,2024-02-01,1,Q1,강원도,영월군,375
2024,3,202403,2024-03-01,1,Q1,강원도,영월군,382
2024,4,202404,2024-04-01,2,Q2,강원도,영월군,388
2024,5,202405,2024-05-01,2,Q2,강원도,영월군,422
2024,6,202406,2024-06-01,2,Q2,강원도,영월군,513
2024,7,202407,2024-07-01,3,Q3,강원도,영월군,557
2024,8,202408,2024-08-01,3,Q3,강원도,영월군,551
2024,9,202409,2024-09-01,3,Q3,강원도,영월군,543
2024,10,202410,2024-10-01,4,Q4,강원도,영월군,569
2024,11,202411,2024-11-01,4,Q4,강원도,영월군,545
2024,12,202412,2024-12-01,4,Q4,강원도,영월군,475
2025,1,202501,2025-01-01,1,Q1,강원도,영월군,504
2025,2,202502,2025-02-01,1,Q1,강원도,영월군,504
2025,3,202503,2025-03-01,1,Q1,강원도,영월군,488
2025,4,202504,2025-04-01,2,Q2,강원도,영월군,512
2025,5,202505,2025-05-01,2,Q2,강원도,영월군,558
2025,6,202506,2025-06-01,2,Q2,강원도,영월군,656
2025,7,202507,2025-07-01,3,Q3,강원도,영월군,714
2025,8,202508,2025-08-01,3,Q3,강원도,영월군,752
2025,9,202509,2025-09-01,3,Q3,강원도,영월군,744
2025,10,202510,2025-10-01,4,Q4,강원도,영월군,757
2025,11,202511,2025-11-01,4,Q4,강원도,영월군,680
2025,12,202512,2025-12-01,4,Q4,강원도,영월군,636
2026,1,202601,2026-01-01,1,Q1,강원도,영월군,600
2026,2,202602,2026-02-01,1,Q1,강원도,영월군,584
2022,1,202201,2022-01-01,1,Q1,강원도,원주시,3298
2022,2,202202,2022-02-01,1,Q1,강원도,원주시,3280
2022,3,202203,2022-03-01,1,Q1,강원도,원주시,3312
2022,4,202204,2022-04-01,2,Q2,강원도,원주시,3325
2022,5,202205,2022-05-01,2,Q2,강원도,원주시,3430
2022,6,202206,2022-06-01,2,Q2,강원도,원주시,3437
2022,7,202207,2022-07-01,3,Q3,강원도,원주시,3457
2022,8,202208,2022-08-01,3,Q3,강원도,원주시,3532
2022,9,202209,2022-09-01,3,Q3,강원도,원주시,3907
2022,10,202210,2022-10-01,4,Q4,강원도,원주시,4007
2022,11,202211,2022-11-01,4,Q4,강원도,원주시,4059
2022,12,202212,2022-12-01,4,Q4,강원도,원주시,4084
2023,1,202301,2023-01-01,1,Q1,강원도,원주시,4031
2023,2,202302,2023-02-01,1,Q1,강원도,원주시,4069
2023,3,202303,2023-03-01,1,Q1,강원도,원주시,4231
2023,4,202304,2023-04-01,2,Q2,강원도,원주시,4329
2023,5,202305,2023-05-01,2,Q2,강원도,원주시,4383
2023,6,202306,2023-06-01,2,Q2,강원도,원주시,4410
2023,7,202307,2023-07-01,3,Q3,강원도,원주시,4426
2023,8,202308,2023-08-01,3,Q3,강원도,원주시,4455
2023,9,202309,2023-09-01,3,Q3,강원도,원주시,4679
2023,10,202310,2023-10-01,4,Q4,강원도,원주시,4698
2023,11,202311,2023-11-01,4,Q4,강원도,원주시,4735
2023,12,202312,2023-12-01,4,Q4,강원도,원주시,4776
2024,1,202401,2024-01-01,1,Q1,강원도,원주시,4763
2024,2,202402,2024-02-01,1,Q1,강원도,원주시,4782
2024,3,202403,2024-03-01,1,Q1,강원도,원주시,4995
2024,4,202404,2024-04-01,2,Q2,강원도,원주시,4959
2024,5,202405,2024-05-01,2,Q2,강원도,원주시,4989
2024,6,202406,2024-06-01,2,Q2,강원도,원주시,4978
2024,7,202407,2024-07-01,3,Q3,강원도,원주시,5004
2024,8,202408,2024-08-01,3,Q3,강원도,원주시,4984
2024,9,202409,2024-09-01,3,Q3,강원도,원주시,5164
2024,10,202410,2024-10-01,4,Q4,강원도,원주시,5124
2024,11,202411,2024-11-01,4,Q4,강원도,원주시,5131
2024,12,202412,2024-12-01,4,Q4,강원도,원주시,5163
2025,1,202501,2025-01-01,1,Q1,강원도,원주시,5152
2025,2,202502,2025-02-01,1,Q1,강원도,원주시,5145
2025,3,202503,2025-03-01,1,Q1,강원도,원주시,5245
2025,4,202504,2025-04-01,2,Q2,강원도,원주시,5274
